episode,time,phase,phase_name,main_queue,turn_queue,side_queue,total_queue
1,11770,0,MAIN_GREEN,69,39,15,123
1,11780,0,MAIN_GREEN,69,39,17,125
1,11790,0,MAIN_GREEN,71,39,18,128
1,11800,2,TURN_GREEN,75,37,21,133
1,11810,2,TURN_GREEN,78,36,25,139
1,11820,4,SIDE_GREEN,82,37,24,143
1,11830,4,SIDE_GREEN,84,38,14,136
1,11840,4,SIDE_GREEN,85,40,6,131
1,11850,0,MAIN_GREEN,80,40,6,126
1,11860,0,MAIN_GREEN,72,40,8,120
1,11870,0,MAIN_GREEN,63,40,8,111
1,11880,0,MAIN_GREEN,58,40,11,109
1,11890,0,MAIN_GREEN,55,40,12,107
1,11900,0,MAIN_GREEN,58,40,12,110
1,11910,1,MAIN_YELLOW,62,40,16,118
1,11920,2,TURN_GREEN,69,38,16,123
1,11930,3,TURN_YELLOW,74,38,18,130
1,11940,4,SIDE_GREEN,81,39,8,128
1,11950,4,SIDE_GREEN,89,39,1,129
1,11960,5,SIDE_YELLOW,96,39,2,137
1,11970,0,MAIN_GREEN,82,39,4,125
1,11980,0,MAIN_GREEN,68,39,5,112
1,11990,0,MAIN_GREEN,62,39,7,108
1,12000,0,MAIN_GREEN,54,39,10,103
