episode,total_steps,measure_interval,average_total_waiting_time,average_waiting_time_per_vehicle,max_total_waiting_time,max_vehicle_waiting_time,cumulative_total_waiting_time,measurement_count
1,12000,10,231.20416666666668,6.385099416462426,2175.0,73.0,277445.0,1200
